GeneID,GSM2436514,GSM2436515,GSM2436516,GSM2436517,GSM2436518,GSM2436519,GSM2436520,GSM2436521,GSM2436522,GSM2436523
56138,1,0,2,1,1,1,1,1,2,2
112267934,0,0,0,0,0,0,0,1,0,1
56137,1,0,2,1,1,1,1,3,2,2
56136,1,0,3,1,1,1,1,1,2,1
56135,2,0,5,1,1,1,1,1,3,3
56134,19,35,35,5,10,17,11,18,38,20
56119,1,0,2,1,1,1,1,1,2,1
101926905,0,0,0,0,0,0,0,0,0,0
29930,0,0,0,0,0,0,0,0,0,0
56133,148,94,98,67,80,138,76,27,44,88
56132,47,112,44,34,40,49,42,29,25,63
56131,111,356,177,160,267,123,102,107,184,197
26167,50,100,48,25,47,76,73,40,38,70
56130,87,71,35,29,64,26,47,39,65,46
54661,6,9,6,4,5,6,4,2,2,5
56129,6,190,15,21,65,37,11,2,20,34
56128,16,68,37,25,50,47,27,13,24,29
57717,35,32,139,74,129,82,151,65,32,86
56127,14,26,19,7,40,16,26,12,11,34
56126,26,27,55,46,66,46,75,46,58,85
56125,90,118,37,32,57,37,54,59,36,76
56124,48,104,54,32,79,31,53,40,49,74
56123,69,241,157,90,170,189,144,64,79,151
56122,42,89,88,53,82,72,58,49,49,74
54660,11,83,25,15,25,27,30,10,24,19
84054,4,3,3,3,4,9,4,4,2,9
56121,42,83,140,144,155,124,51,84,84,256
105378199,1,0,2,1,0,1,2,1,1,0
83884,0,0,0,0,0,0,0,0,0,0
6879,5344,5253,3009,1978,1316,3818,4482,3238,4282,3974
56114,17,36,29,21,36,27,23,15,17,26
56113,29,36,46,28,49,38,32,21,25,37
56112,20,36,31,20,36,38,27,16,19,29
56104,18,35,27,17,34,28,24,13,20,26
56111,22,84,33,34,55,43,43,18,22,36
56103,24,35,31,25,45,35,24,16,23,34
56110,29,53,38,28,34,42,36,18,20,41
56102,17,35,32,20,35,29,25,22,20,28
56109,23,36,48,18,41,35,42,24,25,33
56108,19,49,38,30,37,32,27,15,26,30
8641,27,61,52,37,47,65,54,24,34,46
9708,19,35,28,25,39,35,39,19,19,41
56101,50,117,93,76,75,103,124,75,53,103
56107,27,47,116,60,81,79,51,46,56,79
56100,54,130,55,46,74,81,66,47,59,68
56106,27,88,69,43,87,59,40,25,35,76
56099,143,260,86,66,153,160,153,85,113,133
56105,44,76,38,38,46,52,70,47,37,44
56120,0,1,4,3,1,3,4,5,3,2
26025,40,118,43,41,79,57,54,52,47,56
5098,189,563,424,257,627,433,337,116,341,459
56098,19,35,26,16,32,26,23,13,17,26
56097,17,35,26,19,33,29,22,13,17,24
1729,973,2162,1559,1548,1475,1674,1219,950,795,1474
100505658,20,23,11,68,8,27,28,44,8,11
8841,485,813,607,332,507,518,525,214,694,559
285613,27,25,26,18,28,36,17,37,21,20
89848,117,161,114,59,115,105,89,121,76,97
64411,271,477,310,157,324,438,234,253,145,293
107986454,20,116,40,28,21,56,31,33,23,16
5097,853,1898,839,413,1100,1236,812,222,697,818
729080,19,11,19,9,18,11,14,5,44,21
9812,832,1347,1059,729,749,958,667,1057,819,692
51294,455,387,388,264,283,736,341,208,492,422
9604,289,540,506,262,472,414,388,170,717,521
10007,312,248,340,175,331,244,221,215,376,325
105378204,3,0,0,1,0,0,1,0,0,0
80762,1219,919,1154,651,831,955,972,716,1319,1154
107986455,8,11,5,7,4,10,6,6,2,9
81848,653,635,164,250,268,491,355,443,246,521
100642175,16,24,4,7,1,6,3,8,0,6
101926941,0,0,0,0,2,0,0,0,4,3
2246,0,45,1,1,2,1,8,4,2,6
101926975,2,0,1,0,0,1,1,0,0,0
23092,1340,2336,745,1484,1004,1467,1246,2034,686,1115
100874239,0,1,3,7,0,8,0,12,1,5
107986457,9,52,10,52,3,21,17,76,1,2
100874372,2,5,2,5,1,3,3,3,1,2
2908,1476,2138,2674,1471,1967,1686,1756,2233,1271,2074
105378208,0,0,0,0,0,0,0,0,0,0
105378209,0,0,0,0,0,0,0,0,0,0
105378210,0,0,0,0,0,0,0,0,0,1
100846991,0,0,0,0,0,0,0,0,0,0
57824,0,0,0,0,6,0,0,0,7,0
81555,963,1217,1733,1121,1558,1402,1566,1244,2039,1733
57528,4,0,4,1,0,2,1,5,2,1
105378211,0,0,0,0,0,0,0,1,0,0
153768,198,316,282,160,133,123,175,224,195,203
643226,0,0,0,0,0,0,0,0,1,0
107986458,9,0,0,0,0,2,1,4,2,3
153769,201,0,21,1,3,59,102,78,94,192
107986459,0,0,0,0,0,0,1,0,0,0
153770,0,0,0,4,7,5,7,6,3,4
51520,1497,1799,2028,887,1131,1438,1094,997,1479,1917
54439,581,1318,1041,605,642,748,789,756,461,841
5459,0,0,1,0,0,0,0,0,1,1
105378213,0,0,0,0,0,0,0,0,0,0
10915,1204,2073,1059,1163,866,1132,1059,1223,700,923
134391,0,12,0,0,0,0,0,0,0,0
105378215,0,0,0,0,0,0,0,0,0,0
5521,0,0,0,0,0,0,0,0,6,2
107986461,0,2,0,1,0,0,2,0,0,0
105378214,0,0,0,0,0,0,0,0,0,0
100874361,0,0,0,0,0,0,0,0,0,0
105378217,0,0,1,0,0,0,6,0,4,2
202374,24,35,14,16,22,49,32,5,25,55
1809,602,1876,578,711,913,1917,1055,529,1108,1608
153469,0,0,0,0,0,0,0,0,0,1
9832,6,0,1,0,0,1,4,3,3,5
101927012,0,0,0,0,0,0,0,0,0,3
105378218,0,0,0,0,0,0,0,0,0,0
6690,0,0,0,0,0,0,0,0,0,0
389336,2,0,0,0,0,0,2,0,2,1
117156,0,0,0,0,0,0,0,0,0,0
11005,531,55,97,22,21,100,85,204,138,150
408187,0,0,0,0,0,0,0,0,0,0
404203,0,0,0,0,0,0,0,0,0,0
105378220,0,0,0,0,0,0,0,0,0,0
102546294,7,7,4,16,4,5,3,12,10,2
153218,0,0,0,0,0,0,0,0,1,1
84651,0,0,0,0,0,0,0,0,0,0
643394,0,0,1,2,0,0,1,3,0,1
81545,338,537,455,259,542,424,405,141,535,520
3360,0,0,9,1,0,1,1,0,0,0
107986462,0,0,0,0,0,0,0,0,0,0
105378221,0,0,0,0,0,0,0,0,0,0
154,3948,2702,1287,1121,1588,1652,2313,1693,2401,1686
79628,33,49,56,28,26,64,37,28,51,56
693169,0,0,0,0,0,0,0,0,0,1
255187,1,0,1,0,1,0,0,0,3,2
22885,1209,1894,942,793,1432,1047,1018,546,985,1297
134265,978,2443,1431,697,1958,1547,1253,612,1286,1142
134266,185,239,201,101,299,274,260,115,298,335
106144529,4,7,5,5,3,11,5,4,3,11
78991,122,324,261,177,184,182,188,115,194,199
27190,2,0,0,0,0,1,0,0,0,0
101927046,0,0,0,0,0,0,0,0,0,0
728264,0,4,0,0,0,0,0,0,0,0
406935,0,0,0,0,0,0,0,0,0,0
406937,0,0,0,0,0,0,0,0,0,0
1452,6560,6013,5659,3917,3845,5399,5172,3957,3896,5425
389337,123,411,149,104,104,199,171,74,207,315
105378224,0,0,0,0,0,0,0,0,0,0
133522,70,37,7,13,8,16,21,7,28,23
494327,0,0,0,0,0,0,0,0,0,0
5145,6,6,4,7,3,6,2,2,9,4
644762,31,45,42,18,31,31,40,20,52,33
1836,228,780,392,526,426,490,437,305,365,604
81789,111,263,62,69,65,115,70,97,93,100
22993,705,855,376,343,378,530,315,429,311,309
1436,18,11,3,9,4,24,41,7,17,28
5159,8,0,1,1,0,2,3,0,0,2
1044,0,0,0,0,0,0,0,0,0,0
6534,0,0,0,0,0,0,0,0,0,0
815,0,0,0,0,0,0,2,0,0,0
340075,2,0,0,0,0,6,10,0,3,18
105378225,0,2,0,0,0,0,0,0,1,1
105378226,1,0,0,0,0,1,1,0,0,0
6949,361,693,239,183,317,453,326,130,218,315
972,106367,158887,153254,53030,112164,76846,87712,88308,119451,69832
6208,6373,5332,17822,4142,8078,6758,6893,5726,13520,5954
102546298,9,37,9,9,8,12,18,10,12,9
3340,909,1694,868,635,922,1167,814,631,705,1171
11346,346,620,588,284,322,427,357,159,154,328
91977,5,2,4,3,14,5,5,1,10,15
55696,1909,2334,1815,882,1464,1521,1743,1059,1836,1687
51164,408,840,417,416,477,463,498,363,503,631
85027,18,21,29,10,12,21,26,24,49,31
345611,0,10,0,0,0,0,0,0,0,0
91975,129,249,64,45,26,145,131,116,129,215
134466,63,84,15,23,2,32,26,104,61,48
105378228,9,1,1,3,4,4,3,2,1,2
2878,2518,1940,2721,1729,1641,1558,1567,4241,2273,1892
10318,1111,1864,995,540,810,1191,785,822,550,649
309,503,365,673,295,579,419,411,391,470,543
107986463,31,79,10,16,14,35,12,5,7,10
26112,2129,4366,4165,1611,3618,3427,2439,362,3019,2962
105378230,64,144,146,44,99,133,83,26,47,49
2760,452,331,339,203,860,333,357,242,777,633
285641,1,0,0,0,1,0,2,0,0,2
153201,0,1,0,0,0,0,0,0,0,0
105378234,0,0,0,0,0,0,0,0,0,0
206358,17,71,45,33,53,62,36,21,46,64
2196,99,0,5,0,1,40,93,33,51,138
102465246,0,0,0,0,0,0,0,0,0,0
105378231,7,0,0,0,7,12,3,10,8,6
6678,30173,36512,30099,20018,53358,31182,28025,15437,56245,36392
101927096,96,251,169,101,173,173,132,124,136,100
475,691,680,1137,470,712,563,535,666,1110,494
105378235,11,31,12,12,4,13,8,12,6,4
100652758,38,18,43,33,52,60,44,32,51,52
10146,6115,6157,4547,3380,3635,5626,5468,1570,3994,5830
2741,0,0,0,0,0,0,1,0,0,0
112267935,1,2,0,1,0,0,1,0,0,2
101927115,0,0,0,0,0,0,0,0,0,0
105378236,0,0,0,0,0,0,0,0,0,0
105378237,0,0,0,0,0,0,0,0,0,0
56923,1,0,1,0,0,0,0,1,1,1
101927134,0,0,0,0,0,0,0,0,0,0
2890,0,0,0,0,0,0,0,0,0,0
105378238,0,0,0,0,0,0,0,0,0,0
107986464,0,0,0,0,0,0,0,0,0,0
107983980,0,0,0,0,0,0,0,0,0,0
10827,620,895,859,533,633,508,572,617,743,957
4238,1634,2302,1298,1181,1748,1507,1427,752,1262,3042
55568,498,597,473,276,429,445,251,189,226,498
107986465,2,0,10,34,12,14,13,40,11,12
100302181,0,0,0,1,0,0,0,0,0,0
386627,97,85,29,87,47,26,24,56,13,16
79685,209,393,433,162,322,390,328,102,366,399
9421,4,0,0,1,0,0,0,8,0,0
100422950,0,0,0,0,0,0,0,0,0,0
23367,700,954,748,528,769,721,613,455,488,863
100302284,0,0,0,0,0,0,0,0,0,0
112267936,6,24,5,10,3,12,4,1,9,6
10826,539,914,710,411,874,633,647,453,921,781
100616306,0,0,0,1,1,1,1,1,1,1
9337,1315,1648,2178,1219,2079,1400,1722,711,2592,2113
25929,201,579,368,208,295,341,303,134,382,389
29093,530,535,1040,340,676,413,478,401,1049,528
285643,1,2,1,2,1,7,4,0,2,4
105378239,0,0,0,0,2,0,0,0,0,1
6444,3,0,5,1,1,17,19,5,7,37
105377673,0,0,0,0,0,0,0,0,1,1
153743,148,134,114,82,118,99,103,69,135,129
91937,0,0,0,0,0,0,1,0,0,0
26762,0,0,2,1,1,0,0,0,0,0
84868,0,2,5,1,5,6,7,1,8,5
9443,137,290,315,137,167,155,151,157,284,302
153745,0,0,0,0,0,0,0,0,2,0
3702,1,0,0,0,4,0,5,0,2,1
26999,5,3,6,1,0,8,5,0,6,8
408263,0,0,0,0,0,0,0,0,0,0
102724404,0,0,0,0,0,0,0,0,0,0
348938,269,14,13,0,0,48,61,58,66,148
8728,4,31,16,26,9,9,9,18,3,8
11063,0,4,0,0,0,0,1,0,0,2
105377675,3,18,1,0,2,1,5,0,1,2
100190949,6,0,1,1,2,2,2,1,0,1
105377676,0,0,0,0,0,0,0,0,0,0
54974,123,138,162,96,90,106,97,59,153,94
134353,30,46,62,25,42,50,44,39,64,51
9685,1636,2051,2002,1104,2145,1705,1618,1027,1469,1832
107986466,0,0,0,0,0,0,0,0,0,1
105377677,0,0,0,0,0,0,0,0,0,0
105377678,0,0,0,0,0,0,0,0,0,0
105377680,0,0,0,0,0,0,0,0,0,0
101927697,1,0,0,0,0,0,0,0,0,0
1879,2808,4544,2442,4276,2795,3538,4171,5364,1554,3010
101927740,73,30,62,63,43,69,67,66,86,65
107986467,145,93,134,130,146,127,158,222,189,129
153830,702,572,625,650,704,457,634,855,553,745
107986468,2,3,1,1,0,1,2,4,0,1
105377682,0,0,0,0,0,0,0,0,0,0
134510,284,500,939,431,626,450,577,277,905,804
105377683,0,0,0,0,0,0,0,0,0,0
3593,0,0,0,0,0,0,0,0,0,0
107986469,0,0,0,0,0,0,0,0,0,0
285626,0,2,0,0,0,0,0,0,1,1
285627,0,0,0,0,0,0,0,0,0,0
105377685,0,0,0,0,0,0,0,0,0,0
105377684,0,0,0,0,0,0,0,0,0,0
105377687,0,0,0,0,0,0,0,0,0,0
105377688,0,0,0,0,0,0,0,0,0,0
101927766,0,0,0,0,0,0,0,0,0,0
105377689,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,2,1,0,0
101927790,0,0,0,0,0,0,0,0,0,0
7265,777,878,1319,349,606,607,587,347,1154,784
114825,346,253,270,171,301,297,267,191,368,358
2172,0,0,0,0,0,0,0,0,0,0
105377690,0,0,0,0,0,0,0,0,0,0
79616,0,2,4,3,0,1,0,3,0,1
105377691,0,0,0,0,0,0,0,2,0,0
114898,5,26,1,3,5,32,6,8,43,11
63920,50,25,57,25,28,32,25,22,73,45
10569,1409,1734,2147,1007,1375,1296,1397,1189,1733,1594
9232,105,52,47,33,61,56,71,112,109,105
107075116,3,0,1,0,3,5,5,1,0,8
100422938,0,0,0,0,0,0,1,0,0,0
406938,0,0,0,0,0,0,0,0,0,0
23120,0,0,1,0,0,2,2,2,3,5
285629,0,17,0,0,1,1,2,0,0,0
105377693,0,0,0,0,0,0,0,0,0,0
2561,0,0,1,0,0,1,3,0,1,0
105377694,0,0,0,0,0,0,0,0,0,0
2559,0,0,0,0,0,0,0,0,0,0
105377696,0,0,0,0,0,0,0,0,0,0
2554,0,0,0,0,0,0,0,0,0,0
104326188,0,0,0,0,0,0,0,0,0,0
2566,0,0,0,0,0,0,0,0,0,0
105377697,0,0,0,2,0,0,0,0,0,0
105377698,0,0,0,1,0,0,0,0,0,0
105377699,0,0,0,1,0,0,0,0,0,0
105377700,9,12,16,5,21,12,11,12,15,18
900,1120,1273,1409,811,1129,875,1141,1028,1499,1630
134492,635,841,931,374,679,503,595,406,1241,755
3161,14,0,10,5,9,9,17,12,11,24
101927813,2,0,0,0,2,0,1,0,1,0
27430,1779,1662,2583,1073,1943,1339,1609,962,2885,2384
102724458,0,0,0,0,0,0,0,0,0,0
105377703,0,0,0,0,0,0,0,0,0,0
101927835,0,0,0,0,0,0,0,0,0,0
102546299,0,0,0,0,0,0,0,0,0,0
105377702,0,0,0,0,0,0,0,0,0,0
105377701,0,3,0,0,0,0,0,0,1,0
107986370,0,0,0,0,0,0,0,0,0,0
105377705,0,0,0,0,0,0,0,0,0,0
105377706,0,0,0,0,0,0,0,0,0,0
102557615,0,0,0,0,0,0,0,0,0,0
57451,104,110,6,21,40,193,83,42,33,75
101927908,0,0,0,0,0,0,0,0,0,0
105377709,0,0,0,0,0,2,0,0,0,0
113219458,0,0,0,0,0,0,0,0,0,0
101927862,8,11,10,5,6,7,8,3,10,6
23286,8,7,1,0,0,4,6,4,6,10
5917,886,896,1125,478,650,812,894,343,1174,1036
345630,0,0,0,0,0,0,0,0,0,0
79646,389,584,534,432,438,415,407,300,314,621
406895,0,0,0,0,0,0,0,0,0,0
100302238,0,0,0,0,0,0,0,0,0,0
6586,119,168,428,173,406,125,253,538,48,103
101927969,1,5,2,7,3,2,3,11,1,1
407001,0,0,0,0,0,0,0,0,0,0
107986470,0,0,7,7,1,0,4,4,0,1
105377713,1,0,0,2,1,0,0,1,1,0
107986472,0,0,0,3,0,0,0,1,0,0
728095,0,0,0,2,1,1,1,1,0,0
105377712,3,0,0,0,1,0,0,0,0,0
693170,0,0,0,0,0,0,0,0,0,0
105377714,0,0,0,0,0,1,1,0,0,0
105377715,0,0,0,0,0,0,0,0,0,0
54908,85,116,133,51,75,103,107,47,123,101
1794,1,0,0,0,2,1,4,0,1,2
100131897,1,0,0,0,0,0,0,0,0,4
100616498,0,0,0,0,0,0,0,0,0,0
2299,0,0,0,0,1,0,0,0,0,0
100507267,0,0,1,0,0,0,0,0,0,0
133874,6,2,11,4,6,2,3,25,3,3
3937,193,30,194,30,79,47,31,242,79,51
100128059,0,0,0,0,0,0,0,0,0,0
257358,0,1,1,0,1,0,0,1,0,0
30820,0,0,1,0,0,1,1,0,2,0
3779,1,8,10,0,2,3,2,0,4,4
101928033,0,0,0,0,0,0,0,0,0,0
105377716,0,0,0,0,0,0,0,0,0,0
107986473,0,14,9,0,4,1,1,2,4,4
107986474,1,0,0,0,0,0,0,0,0,0
107986475,1,10,61,6,3,6,26,0,55,28
2568,7,74,40,13,40,16,29,8,20,26
64901,52,106,20,22,8,63,95,70,34,39
30012,0,0,0,0,0,0,0,0,0,0
109616973,0,0,0,0,0,0,0,0,0,0
100500831,0,0,0,0,0,0,0,0,0,0
4869,3558,3626,4252,2133,2855,3092,3553,2047,4950,4356
8817,20,112,172,28,70,32,21,10,5,7
105377721,0,0,0,0,0,0,0,0,0,0
105377720,0,0,1,0,0,0,0,0,0,0
105377722,0,0,0,0,0,0,0,0,0,0
107986392,0,0,1,0,0,0,0,1,1,0
105377724,0,14,0,0,0,0,0,0,0,0
105377723,0,0,0,0,0,0,0,0,0,0
644994,0,0,0,0,0,3,0,0,0,0
105377725,5,5,4,7,0,5,2,3,0,6
107986476,3,0,8,9,1,20,13,2,0,7
23291,712,818,413,335,395,535,551,165,329,586
6793,692,959,481,305,640,598,468,279,413,490
107986477,38,55,18,55,20,41,39,42,6,21
285588,0,0,0,0,0,1,2,0,2,0
92181,351,225,354,172,323,277,417,133,421,370
100288254,1,2,1,1,1,0,0,0,1,2
285590,87,182,163,104,114,85,100,71,41,111
105377727,44,28,22,18,15,12,4,35,63,23
107984004,19,13,8,7,4,9,3,15,26,12
105377728,0,0,0,0,0,0,0,0,0,0
105377729,0,0,0,0,0,0,0,0,0,0
107986478,0,0,0,0,0,0,0,1,0,0
54492,217,1138,424,521,196,625,384,523,508,483
100847029,0,0,0,0,0,2,1,0,0,0
107986479,1,0,0,1,0,0,1,0,1,1
101928093,28,36,9,8,10,16,18,16,8,14
1843,48342,35082,45165,22146,47435,32256,31990,25824,44082,33175
105377730,19,54,5,6,2,7,7,1,8,9
57222,246,455,351,135,462,251,328,231,389,366
113218510,2,1,2,3,1,4,0,16,0,0
51121,260,294,418,138,219,212,263,181,382,235
100268168,4,3,3,6,1,7,7,10,5,1
8992,1645,1457,3672,1760,2418,1736,1877,2611,3674,1867
677841,0,0,1,1,1,0,0,1,0,0
153222,824,1675,1249,1062,1193,945,1194,1943,794,1696
662,159,209,148,92,67,101,123,184,165,120
1482,0,0,0,0,0,0,0,0,0,0
105377731,0,0,0,0,0,0,0,0,0,0
113219469,0,0,0,0,0,1,0,0,0,0
8614,542,423,490,205,199,336,368,160,370,626
102465862,0,0,0,0,0,0,0,0,0,0
105377732,0,0,0,0,0,0,0,0,0,0
105377733,0,0,0,0,0,0,0,0,0,0
285593,3,0,0,0,0,1,0,0,1,0
105377735,0,0,1,1,0,6,2,2,3,1
91272,148,358,288,201,222,232,198,394,414,225
107986480,0,0,0,0,0,0,0,0,0,0
105377736,0,0,0,0,0,2,0,0,0,1
101928136,0,0,0,0,0,0,0,0,0,0
107984118,1,0,0,0,0,0,0,0,0,0
107986482,0,0,0,0,0,0,0,0,0,0
101928154,0,0,1,0,0,0,0,0,0,0
80315,1207,1852,1126,1857,1524,1270,1614,2482,405,1307
133491,0,0,0,0,0,0,0,0,0,0
51617,0,0,0,0,0,0,0,0,0,0
102724551,0,0,0,0,0,1,0,0,0,0
101928176,0,0,0,0,0,0,0,0,0,0
107986483,0,0,0,0,0,0,0,0,0,0
105377739,0,0,0,0,0,0,0,0,0,0
105377740,0,0,0,0,0,0,0,0,0,0
105377741,0,0,0,0,0,0,0,0,0,0
4488,49,2,8,0,1,11,26,40,37,39
100616202,0,0,0,0,0,0,0,0,0,0
105377742,0,0,0,0,0,0,0,0,0,0
441116,0,0,0,0,0,0,0,0,0,0
107986484,0,0,0,0,0,0,0,0,0,0
1812,0,0,0,1,0,0,0,0,0,0
94081,109,271,214,63,50,173,147,88,279,295
3274,1,0,0,4,0,1,2,1,5,0
105377743,0,0,0,0,0,0,2,0,0,0
10814,3,0,0,0,0,0,0,0,0,0
105377744,0,0,0,0,0,0,0,0,0,0
107986485,4,0,1,0,1,2,1,0,2,0
84321,277,284,476,133,321,353,147,101,435,205
107986486,27,31,42,11,28,36,11,7,38,17
105377745,0,0,0,0,0,0,0,0,1,0
105377746,0,0,0,0,0,0,0,0,0,0
100996385,0,0,0,0,0,1,0,0,1,0
202134,0,1,0,0,0,4,0,0,0,0
100507387,0,0,0,0,0,0,1,0,0,0
107986487,0,0,0,0,0,0,1,0,0,0
643201,0,0,0,3,1,0,1,0,0,0
375484,84,116,134,83,134,122,132,84,117,138
57179,883,1166,1100,644,977,884,855,556,1138,1020
285598,40,75,70,51,29,61,62,43,24,60
100302203,0,0,0,0,0,0,0,0,0,0
51491,691,749,629,314,243,567,521,163,547,412
192286,283,463,588,236,401,303,281,396,665,262
1212,1604,1820,1447,1023,1089,1104,912,1151,1423,985
23197,787,1316,1311,717,1079,795,826,434,809,1090
22838,169,287,192,158,123,132,178,310,123,187
112267951,6,0,2,4,5,1,3,0,1,2
54825,2,3,3,0,1,2,1,1,1,1
114787,13,87,23,1,22,34,23,13,30,26
6620,0,0,0,0,0,0,0,0,0,0
100422962,0,0,0,0,0,0,0,0,0,0
253314,0,0,0,0,0,0,0,0,0,0
26262,231,668,310,153,347,285,199,74,302,295
102577424,1,0,0,1,0,0,0,0,0,0
90249,1,0,4,1,12,5,2,0,1,6
3101,9,0,2,4,9,4,2,4,8,12
51720,579,1094,616,370,559,518,488,417,599,481
23567,302,524,328,217,340,271,268,139,335,295
2264,4,6,3,0,2,0,12,6,5,12
64324,375,1332,714,562,530,748,636,330,515,631
53917,477,649,443,269,375,345,305,426,469,304
27166,616,1002,1055,451,723,684,501,471,1042,583
83463,310,507,457,206,330,314,255,252,474,256
10960,1218,1709,2568,1097,1630,1300,1177,1085,2116,1249
10636,389,601,293,122,190,474,286,158,435,385
6569,0,0,0,0,0,0,3,2,0,0
345456,0,0,0,0,1,0,0,0,1,0
2161,31,10,8,0,12,16,20,9,33,31
2870,179,281,148,90,111,197,133,134,200,219
340037,4,4,2,2,3,2,2,4,0,0
80758,252,289,109,84,121,208,151,237,200,147
1627,392,617,957,405,846,561,286,166,256,285
9260,470,424,872,392,638,493,329,352,226,303
79930,27,79,10,8,82,24,19,25,29,24
51428,730,1469,1115,540,918,904,665,342,1007,739
54540,315,1110,379,300,466,501,351,953,320,278
107986488,6,12,5,11,13,20,10,28,4,4
105377750,0,0,0,0,0,0,1,0,3,0
54732,1268,1656,1623,940,1437,1357,867,1311,1264,1036
11285,153,226,247,88,152,125,163,92,256,140
202181,63,126,86,54,92,85,83,75,44,83
107986489,0,1,0,0,0,0,2,1,0,0
285596,2,2,0,0,0,8,3,1,4,2
105377752,0,0,0,0,0,0,0,0,0,0
107986490,0,0,0,0,0,0,0,0,1,0
107986491,0,0,0,0,0,0,0,0,0,0
105377753,0,0,0,0,0,0,0,0,0,0
728554,287,308,520,143,361,376,119,114,492,225
100128340,0,0,0,0,0,0,0,0,0,1
5626,0,0,0,0,0,0,0,0,0,0
653316,1,0,0,0,0,3,1,0,1,1
107986492,0,0,0,0,0,0,0,0,0,0
105377754,0,0,0,0,0,0,0,0,0,1
23138,37,30,38,22,38,41,27,9,32,31
64777,363,508,597,254,348,399,348,241,655,370
55651,504,741,1023,370,537,583,487,343,1129,513
64396,6,11,16,6,9,14,12,11,23,21
3182,2121,2354,2265,1394,1539,2234,2055,723,1720,2006
85007,1156,1734,894,820,710,1292,766,899,783,885
112267937,3,1,1,0,0,5,6,4,1,2
91522,194,322,39,52,18,214,125,44,91,139
105377757,2,0,0,0,0,1,0,0,0,0
105377756,0,0,0,0,0,0,0,0,0,0
57396,1082,817,978,702,895,773,702,522,1129,1045
102724657,4,0,2,0,0,0,1,0,0,1
6940,188,250,308,178,278,212,207,143,384,301
729522,0,0,1,0,1,0,0,1,0,0
117608,109,194,253,276,397,211,229,334,287,237
107986493,3,6,3,3,3,1,2,5,3,1
80108,73,102,112,58,97,78,94,44,154,147
285676,31,42,39,15,4,27,24,35,33,42
2916,0,0,2,1,0,0,1,2,0,2
345462,44,110,90,64,76,121,88,31,134,134
30832,132,456,232,144,229,231,196,125,258,253
9509,0,0,1,0,1,2,3,0,1,0
105377759,1,0,0,0,0,0,0,0,0,0
107986494,0,0,0,0,0,0,0,0,0,0
105377761,0,0,0,0,0,0,0,0,0,0
105377762,3,0,0,2,0,1,0,3,0,0
80230,616,1412,899,399,688,719,693,421,705,662
101928445,7,32,14,15,14,22,16,25,11,8
3187,2205,4182,2448,2775,1817,4712,4201,1786,2424,3581
285679,0,0,0,0,0,0,0,0,0,0
105377763,4,7,11,10,7,7,6,6,8,6
646019,0,2,2,0,2,1,1,0,4,0
821,5952,9211,6916,3976,8724,7840,7032,4356,6540,10142
9794,221,612,371,248,311,417,365,162,268,433
4056,52,139,466,290,112,230,80,129,100,53
11282,187,298,213,147,197,298,155,148,274,172
100302156,0,0,1,0,1,0,0,0,0,0
8878,8424,11670,7500,6290,8071,5812,7442,5967,5970,6230
51149,141,315,139,165,143,141,176,193,122,95
100996419,78,37,42,26,65,22,39,17,60,24
23061,693,1682,796,488,1035,924,701,316,840,1209
55819,850,1848,2139,997,1056,1225,1043,954,2128,1255
442908,0,0,0,0,0,0,0,0,0,0
255426,0,0,0,0,0,1,0,0,0,0
5601,293,473,465,253,525,471,454,263,515,596
9945,12,0,1,0,0,0,10,1,3,9
102725231,7,0,0,1,0,0,0,1,1,1
57472,149,210,170,158,232,193,226,123,150,278
92304,5,11,8,6,2,4,1,15,21,5
2324,238,398,293,133,331,389,173,306,340,420
105377765,0,0,0,0,0,0,0,0,0,0
134083,0,0,0,0,0,0,0,0,0,0
4245,1298,2277,2938,1700,3001,2560,1734,1468,2683,1882
105377766,3,7,2,2,5,6,1,1,5,2
100859930,148,280,371,183,431,208,192,471,437,206
729678,51,78,169,56,158,89,63,133,181,86
643836,105,238,216,89,208,179,151,110,294,272
79908,1,0,1,1,0,0,0,0,0,0
10917,0,0,0,0,0,0,0,0,0,0
153579,79,90,340,280,113,134,103,182,127,82
102465882,0,0,0,0,0,0,0,0,0,0
7240,0,0,0,0,0,0,0,0,0,0
100189362,1,0,0,0,0,0,0,0,0,0
100189273,1,0,0,0,0,0,0,0,0,0
791232,0,0,0,0,0,0,0,0,0,0
26693,0,0,0,0,0,0,0,0,0,0
285659,0,0,0,0,0,0,0,0,0,0
100188990,0,0,0,0,0,0,0,0,0,0
7241,0,0,0,0,0,0,0,0,0,0
100189541,0,0,0,0,0,0,0,0,0,0
100189004,0,0,0,0,0,0,0,0,0,0
100189328,0,0,0,0,0,0,0,0,0,0
100188992,0,0,0,0,0,0,0,0,0,0
7219,0,0,0,0,1,0,0,0,0,0
102577426,0,0,1,0,0,0,0,0,0,0
7236,0,0,0,0,0,0,0,0,0,0
105377769,3,2,3,1,2,3,6,2,2,3
81786,58,39,35,38,13,41,31,44,62,70
107986496,2,3,3,4,3,3,3,2,7,8
100189280,0,1,0,0,1,0,0,0,1,0
100189399,7,1,0,3,1,0,0,0,1,0
7239,0,0,0,0,0,0,0,0,0,0
790966,4,0,0,1,2,2,0,0,1,2
100049614,0,0,0,0,0,0,0,0,0,0
